,sqft_living,grade,bathrooms,distance_to_center,property_age,bedrooms,view,lat,floors,waterfront
6218,1280,7,2.0,20.056926498511057,24,3,0,47.3889,1.0,0
6219,4090,8,2.5,23.676882896132298,36,4,0,47.2964,2.0,0
6220,1580,7,1.0,3.9040628398713593,90,3,0,47.6505,1.0,0
6221,1910,7,2.0,17.789765679375034,42,4,0,47.3493,1.0,0
6222,1740,8,2.5,1.8547583772900496,21,2,2,47.622,2.0,0
6223,1130,8,2.25,5.768328085870178,85,3,0,47.6845,1.5,0
6224,1970,8,1.75,8.098732338099847,65,3,3,47.7213,1.0,0
6225,1780,8,2.25,12.186957419594474,34,3,0,47.4762,1.0,0
6226,1670,8,2.0,16.675654568332494,23,3,0,47.3802,1.0,0
6227,1360,7,1.5,20.251808233549788,47,4,0,47.3168,1.0,0
6228,1840,7,2.5,10.538927032416858,44,3,0,47.7586,1.0,0
6229,1255,8,1.75,6.211005323910031,5,3,0,47.6958,3.0,0
6230,1840,7,1.75,16.181445767656946,39,3,0,47.3933,1.0,0
6231,2960,9,2.5,21.848518841527465,10,4,0,47.3596,2.0,0
6232,1430,7,1.5,7.843639383506347,67,4,0,47.7197,1.5,0
6233,5990,11,4.75,12.430228612994217,13,5,4,47.5554,2.0,1
6234,3480,11,2.5,14.127493505225958,27,4,0,47.7391,2.0,0
6235,4260,10,3.25,15.892815566571453,10,5,0,47.611,2.0,0
6236,1820,7,2.25,15.63278488066334,36,5,0,47.4058,1.0,0
6237,1290,7,1.0,15.653751675281386,7,2,0,47.6972,2.0,0
6238,2130,7,2.5,9.52267011446208,2,5,0,47.4726,2.0,0
6239,1170,7,2.0,12.668879058047853,58,3,0,47.4229,1.0,0
6240,1730,9,3.5,1.1548973284646473,6,3,0,47.6224,3.0,0
6241,880,6,1.0,3.636571699154735,76,2,0,47.5642,1.0,0
6242,2380,8,2.5,21.850117129411547,13,3,0,47.5372,2.0,0
6243,1330,6,1.0,5.903027172358956,63,4,0,47.6223,1.0,0
6244,1780,8,2.25,29.19579508150486,27,3,2,47.4575,2.0,0
6245,1220,7,1.5,8.497973610702653,53,3,0,47.5467,1.0,0
6246,2490,8,1.75,18.685336176828347,56,5,2,47.336,1.0,0
6247,1180,7,1.0,9.492594321830271,31,2,0,47.7273,1.0,0
6248,2310,8,2.5,20.3669927752669,17,4,0,47.3321,2.0,0
6249,1440,7,2.0,3.181799955407602,43,4,0,47.5717,2.0,0
6250,1620,9,1.5,1.5951662518660106,8,2,0,47.5892,2.0,0
6251,2620,8,2.5,21.365373868391703,24,3,0,47.3675,2.0,0
6252,3710,9,2.5,15.121983639739446,12,4,0,47.5596,2.0,0
6253,1040,7,1.5,8.368760350681447,57,3,0,47.5882,1.0,0
6254,3320,8,3.25,17.081769990452578,16,5,0,47.3904,2.0,0
6255,800,7,1.5,6.985337410192948,64,2,0,47.5119,1.0,0
6256,2040,7,2.5,9.832385532897025,52,5,0,47.6544,1.0,0
6257,1960,7,1.75,13.823144925912956,58,2,0,47.4234,1.0,0
6258,2670,8,2.5,13.754230432585274,16,4,0,47.5978,2.0,0
6259,2930,8,2.5,8.823285728258439,5,4,0,47.7199,2.0,0
6260,830,6,1.0,6.377387280879653,60,2,0,47.6929,1.0,0
6261,2290,7,1.75,4.124369762620529,87,5,0,47.664,2.0,0
6262,2510,8,1.5,1.2807893036806794,108,3,0,47.6195,2.5,0
6263,1280,6,1.0,13.082174113590664,57,3,0,47.4491,1.0,0
6264,1810,8,1.5,6.257178307980382,63,4,1,47.5233,1.0,0
6265,2080,8,2.75,14.151300879739441,28,5,0,47.6288,2.0,0
6266,1680,8,1.75,10.06047388802749,24,4,0,47.4612,2.0,0
6267,1660,7,2.25,19.259306552393546,14,3,0,47.7362,2.0,0
6268,1650,7,2.5,18.244739549406646,26,3,0,47.3603,2.0,0
6269,1420,9,2.5,1.465449627734397,12,3,0,47.6265,2.0,0
6270,2240,8,2.25,14.272217028523496,31,4,0,47.6323,1.0,0
6271,1230,7,1.5,4.200643178693036,88,3,0,47.667,1.0,0
6272,1260,6,1.0,12.960356747558244,61,3,0,47.4187,1.0,0
6273,2060,8,2.5,15.538351338211216,25,3,0,47.5793,2.0,0
6274,3090,8,3.5,9.466456340691831,24,4,0,47.7176,1.0,0
6275,3220,8,1.75,11.52677377794668,56,4,0,47.7719,1.0,0
6276,2020,7,2.5,20.73776756912196,14,3,0,47.3848,2.0,0
6277,1910,9,1.75,13.120955811840435,39,2,0,47.6276,1.0,0
6278,1150,6,1.0,7.565829174901372,64,3,0,47.5075,1.0,0
6279,2730,8,2.75,4.844370624357278,8,4,0,47.6737,1.5,0
6280,2890,7,3.0,1.216601562186567,109,6,0,47.6227,2.5,0
6281,2280,8,2.5,7.624981472466147,42,3,0,47.6362,1.0,0
6282,1040,6,1.0,6.903471958340122,93,2,0,47.519,1.0,0
6283,2440,9,1.75,11.192913986955405,46,4,0,47.6339,1.0,0
6284,1720,8,2.5,10.26644974645302,38,3,0,47.6631,1.0,0
6285,3430,10,2.5,7.530601483871217,31,3,0,47.6477,1.5,0
6286,2570,8,2.5,21.950353567278157,10,4,0,47.3588,2.0,0
6287,4360,10,3.25,19.127527814716263,15,4,0,47.4375,1.0,0
6288,2060,7,2.75,18.419588629347473,37,4,0,47.3424,1.0,0
6289,3020,10,2.5,19.352915237594985,21,4,0,47.363,2.0,0
6290,2340,7,2.5,1.3743246687339878,109,3,0,47.6033,1.5,0
6291,2400,7,2.0,9.473833008595712,56,5,0,47.5112,1.0,0
6292,1610,7,2.25,16.622180758024243,47,3,0,47.3683,1.0,0
6293,1090,7,1.75,23.86867632451794,21,3,0,47.2613,1.0,0
6294,1470,7,1.75,21.445734978161653,40,3,0,47.3096,1.0,0
6295,1670,8,2.25,10.516708127967096,41,3,0,47.6413,1.0,0
6296,1850,8,2.5,9.000690165926901,24,3,0,47.7163,2.0,0
6297,3940,9,2.75,8.61178102441453,48,3,4,47.5654,1.0,0
6298,2330,9,3.0,3.778123671743708,12,4,0,47.554,2.0,0
6299,2020,6,2.5,24.727762744318987,61,4,0,47.5223,1.5,0
6300,1300,7,1.5,8.238451974297877,55,3,0,47.6821,1.0,0
6301,1180,7,1.0,14.572340945106882,47,3,0,47.4233,1.0,0
6302,1320,8,1.75,8.839315582677584,49,3,0,47.6024,1.0,0
6303,2520,7,2.75,11.018544590582977,53,6,0,47.7636,1.0,0
6304,1680,9,2.5,4.229190157084424,17,3,0,47.6604,3.0,0
6305,2000,7,2.5,18.288335434309687,10,3,0,47.4733,2.0,0
6306,1180,6,1.0,15.06765214259603,61,2,0,47.5321,1.0,0
6307,3330,9,3.25,6.243166505396569,27,3,0,47.5395,2.5,0
6308,1880,8,2.0,1.565239173003218,113,2,0,47.6238,1.5,0
6309,2990,9,2.5,13.37056461263847,12,4,0,47.5353,2.0,0
6310,1510,7,1.75,11.266378491044902,46,3,0,47.5069,1.0,0
6311,3110,8,3.0,20.330587485348964,18,4,0,47.3279,2.0,0
6312,2150,8,2.5,6.274909330588478,14,4,0,47.6962,2.0,0
6313,1900,8,2.25,1.646166537497996,110,3,0,47.6122,1.5,0
6314,2720,10,2.5,13.227233632810542,28,4,0,47.6293,2.0,0
6315,1560,7,2.25,18.753768111213212,36,3,0,47.3393,2.0,0
6316,1990,8,2.5,11.511057488674583,17,4,0,47.7678,2.0,0
6317,1740,8,1.75,5.310302738873046,1,3,0,47.6816,1.0,0
6318,2130,7,2.0,14.518741584882717,53,4,0,47.4133,1.0,0
6319,1510,7,1.75,10.982588775207606,58,4,0,47.7651,1.0,0
6320,2100,7,3.5,7.468046501585591,16,5,0,47.5108,2.0,0
6321,2344,8,2.5,19.986460780240638,39,5,0,47.3185,1.0,0
6322,1970,6,1.5,15.626870456257137,47,3,0,47.4511,1.0,0
6323,1470,7,2.25,7.640324780998541,33,3,2,47.7162,2.0,0
6324,940,7,1.0,5.134531624438278,89,2,0,47.5375,1.0,0
6325,1780,9,1.75,18.552680770771047,32,3,0,47.367,1.0,0
6326,2230,7,2.5,19.31945473729797,13,4,0,47.7245,2.0,0
6327,3570,8,2.5,9.87474893429943,34,3,0,47.7475,1.0,0
6328,1920,7,2.5,19.24183440081905,25,3,0,47.7317,2.0,0
6329,1290,7,1.5,8.378372023393602,58,3,0,47.4853,1.0,0
6330,1880,7,1.75,10.666686785318978,35,3,0,47.5089,1.0,0
6331,2960,9,2.5,21.84312450933883,10,4,0,47.3597,2.0,0
6332,1840,8,1.75,11.630053046585097,63,2,2,47.4382,1.0,0
6333,1890,7,1.5,5.465578409093994,48,3,0,47.5396,1.0,0
6334,1820,7,2.25,3.0117276846360546,51,3,0,47.5684,1.0,0
6335,4370,10,3.5,6.122492745106918,12,4,1,47.5876,2.0,0
6336,1530,7,1.75,11.74788124265792,29,3,0,47.7655,1.0,0
6337,1030,7,1.0,9.291564797714468,61,3,0,47.5742,1.0,0
6338,2000,8,2.5,3.070249663415524,10,3,0,47.6476,3.0,0
6339,1730,7,1.5,11.987670874007806,53,5,0,47.4646,1.0,0
6340,3620,9,2.5,20.643086533512083,39,4,0,47.3711,2.0,0
6341,2040,8,2.5,26.29804944728306,20,3,0,47.4833,2.0,0
6342,2640,8,2.5,14.972409905990098,24,3,0,47.441,2.0,0
6343,1600,7,2.5,11.241688170745078,10,3,0,47.4899,2.0,0
6344,1480,7,1.0,10.842627632223286,86,4,0,47.763,1.5,0
6345,700,7,1.0,1.6105234641841046,93,2,0,47.6147,1.0,0
6346,700,7,1.0,1.6105234641841046,93,2,0,47.6147,1.0,0
6347,3520,10,2.5,11.665976978713102,22,4,0,47.5535,2.0,0
6348,1650,8,2.0,10.328080580120483,38,3,0,47.6638,2.0,0
6349,1360,7,1.0,6.051095247672284,65,4,0,47.6878,1.5,0
6350,1350,6,2.0,10.412149792548709,71,3,0,47.4919,1.0,0
6351,1970,7,2.5,20.741390590869,17,3,0,47.3627,2.0,0
6352,1470,8,2.0,3.310377998137055,12,3,0,47.5653,2.0,0
6353,1610,7,1.75,21.315798247311395,46,4,0,47.3281,1.0,0
6354,810,7,1.0,8.484919690306908,65,2,0,47.7289,1.0,0
6355,2820,10,3.5,6.496950500081569,20,4,0,47.622,2.0,0
6356,1900,5,1.0,23.14129294324682,73,3,0,47.2738,1.5,0
6357,1830,8,2.5,11.755510806382704,42,4,0,47.7741,1.0,0
6358,1730,7,1.5,10.806597771829805,52,4,0,47.4996,1.0,0
6359,2110,7,2.5,8.368018913766754,38,4,0,47.6888,2.0,0
6360,3060,9,2.5,22.49290690951132,11,3,2,47.5401,2.0,0
6361,2620,8,2.5,4.976628439160465,32,4,0,47.5514,2.0,0
6362,1088,7,1.5,9.04080986175518,32,2,0,47.7094,2.0,0
6363,1400,7,1.5,12.977341100343939,51,3,0,47.4433,1.0,0
6364,1540,7,2.0,7.03527634532744,73,2,0,47.7044,1.0,0
6365,1540,7,2.5,1.6565510591375743,17,3,0,47.586,2.0,0
6366,2310,8,1.5,2.8420519095338697,89,3,0,47.6431,1.5,0
6367,1730,7,1.75,12.186074338154155,44,4,0,47.4756,1.0,0
6368,2070,8,2.25,12.052970912255574,38,4,0,47.7765,1.0,0
6369,900,7,1.0,6.289252779978844,64,2,0,47.5273,1.0,0
6370,860,6,1.0,9.99510479926439,63,3,0,47.7508,1.0,0
6371,2980,7,4.0,4.675749295100297,94,5,0,47.6736,1.5,0
6372,2980,7,4.0,4.675749295100297,94,5,0,47.6736,1.5,0
6373,2740,7,2.5,14.640664446565467,25,5,0,47.4199,2.0,0
6374,1790,7,2.5,16.422732832539243,19,4,0,47.3849,2.0,0
6375,1750,7,1.75,14.724879792267675,37,3,0,47.7421,1.0,0
6376,3610,10,4.0,15.940974762995177,15,4,0,47.5812,2.0,0
6377,1430,7,1.0,5.902959145505214,61,6,0,47.6255,2.0,0
6378,1570,7,1.75,11.446025101188532,47,3,0,47.6916,1.0,0
6379,2280,7,1.0,6.208651585395501,83,2,0,47.525,2.0,0
6380,940,6,1.0,5.27712641175895,99,3,0,47.6744,1.0,0
6381,2920,9,2.5,22.685518467450617,11,4,4,47.5333,2.0,0
6382,2260,9,2.25,13.078234169135687,39,4,0,47.6415,2.0,0
6383,2000,7,2.0,2.1075034443526715,107,5,2,47.6283,1.5,0
6384,1440,8,1.75,15.873363326129898,10,2,0,47.7143,1.0,0
6385,2310,8,2.0,6.45383204775357,49,5,0,47.6395,1.5,0
6386,2300,7,2.25,1.5176505467077668,111,4,0,47.5895,1.5,0
6387,1490,8,2.25,3.730774700258932,89,2,0,47.5577,1.5,0
6388,1830,8,2.25,13.554158049031283,26,3,0,47.4786,2.0,0
6389,4440,10,4.5,9.767902265389724,3,5,0,47.4702,2.0,0
6390,4970,11,3.5,10.658232474763636,23,4,3,47.5496,2.0,0
6391,1000,7,1.5,3.1983331060073015,8,2,0,47.5708,2.0,0
6392,4940,9,2.5,7.776079190421896,62,4,4,47.5095,1.0,0
6393,1980,7,2.0,5.235632284751036,109,2,0,47.6809,1.5,0
6394,1560,7,2.5,10.70914343524192,51,3,0,47.457,1.0,0
6395,870,6,1.0,8.078992207347481,67,2,0,47.4906,1.0,0
6396,840,6,1.0,20.11774913513203,46,3,0,47.3704,1.0,0
6397,1250,6,1.0,12.852202181959157,57,3,0,47.4522,1.0,0
6398,3120,9,2.75,6.273839304467073,18,4,2,47.5389,1.0,0
6399,750,6,1.0,20.854128910143217,83,2,0,47.5655,1.0,0
6400,710,6,1.75,6.323231669008932,65,3,0,47.5194,1.0,0
6401,2290,8,1.75,11.882439705388201,50,3,0,47.7735,1.0,0
6402,3750,10,2.5,5.692207698730377,90,5,4,47.5379,2.0,1
6403,980,7,1.5,9.298874128368837,46,3,0,47.7141,1.0,0
6404,1590,7,1.75,20.73538774910035,43,2,0,47.3177,1.0,0
6405,940,6,1.0,3.8425751344184844,73,2,0,47.6488,1.0,0
6406,1750,7,1.75,14.293932370348863,53,3,0,47.3997,1.0,0
6407,1460,6,1.0,6.701600809574899,67,3,0,47.7009,1.0,0
6408,1540,6,1.75,4.946923865272583,90,3,0,47.67,1.0,0
6409,2560,8,2.0,4.837366849551656,63,3,1,47.5506,1.0,0
6410,1660,7,1.75,28.598774763817257,24,3,0,47.2559,1.0,0
6411,1880,8,2.5,15.809867655386691,22,3,0,47.5664,2.0,0
6412,3500,8,3.75,13.815639769284106,25,5,0,47.6745,1.5,0
6413,1840,7,2.25,9.85972018027377,22,3,0,47.7326,2.0,0
6414,1060,7,2.0,19.92246791256909,28,3,0,47.3897,1.0,0
6415,1790,7,2.25,10.715217744369646,42,3,0,47.7321,1.0,0
6416,810,5,1.0,9.995577576966614,77,2,0,47.4909,1.0,0
6417,2600,8,3.5,6.788896097452055,12,4,0,47.6948,2.0,0
6418,3230,8,2.5,12.431626629403278,42,4,3,47.5755,1.0,0
6419,2240,8,2.25,17.107648945562396,44,4,0,47.361,2.0,0
6420,3400,9,3.0,23.251712824935694,9,4,0,47.3548,2.0,0
6421,3140,7,2.0,5.361752226225491,46,4,1,47.6656,1.0,0
6422,2780,8,2.5,13.70439631513979,14,4,0,47.5989,2.0,0
6423,2320,8,2.75,9.09567301064245,47,4,0,47.7373,1.0,0
6424,1370,7,1.75,15.548990065572166,28,3,0,47.3815,1.0,0
6425,2230,7,1.75,7.730947670974699,56,5,0,47.5055,1.0,0
6426,1610,7,2.5,18.183547672909953,21,3,0,47.3661,2.0,0
6427,3410,11,2.5,22.86474817650491,25,3,0,47.3228,2.0,0
6428,2810,9,2.5,13.610378136241426,10,4,0,47.614,2.0,0
6429,1850,6,1.75,12.073898060032532,10,3,0,47.4837,2.0,0
6430,1790,8,1.5,2.3302293652469235,103,3,0,47.6332,1.5,0
6431,1150,7,1.0,9.633981899502066,65,3,0,47.7435,1.5,0
6432,2420,7,2.75,20.964580631361827,101,4,0,47.3109,1.5,0
6433,1580,7,2.25,22.021583992778496,26,3,0,47.3564,1.0,0
6434,1760,8,2.0,11.083965243010347,56,5,1,47.7597,1.0,0
6435,1760,8,2.0,11.083965243010347,56,5,1,47.7597,1.0,0
6436,2750,9,2.5,17.47411027714458,22,3,0,47.75,2.0,0
6437,920,7,1.0,20.308892164915193,37,3,0,47.3623,1.0,0
6438,960,7,1.0,9.400903083413343,54,3,0,47.7231,1.0,0
6439,1120,7,1.75,4.61254564909338,99,3,0,47.6684,1.0,0
6440,1560,7,1.0,1.6939869512485446,108,3,0,47.5936,1.5,0
6441,1380,7,1.0,13.58953120066803,34,3,0,47.4339,1.0,0
6442,1940,7,2.5,20.7565600351609,25,4,0,47.3063,2.0,0
6443,1810,8,1.75,14.18923490914952,42,3,0,47.5322,1.0,0
6444,1100,7,1.0,5.889855942837182,61,2,0,47.5312,1.0,0
6445,1980,7,2.25,20.54931658542712,38,4,0,47.3207,1.0,0
6446,1340,6,1.5,10.010208979293541,56,4,0,47.6214,1.0,0
6447,1680,7,1.75,4.202457456946738,55,3,0,47.5535,1.0,0
6448,2060,6,2.5,22.51965547058152,22,4,0,47.2849,2.0,0
6449,2620,8,3.25,6.367666537007107,35,3,0,47.5836,1.0,0
6450,1610,7,2.25,14.87621603713519,30,3,0,47.5675,2.0,0
6451,1490,7,1.5,16.441500350152587,49,4,0,47.3684,2.0,0
6452,1900,7,2.25,13.055299440216356,46,3,0,47.4564,1.0,0
6453,3440,9,2.5,14.752452467616314,21,4,0,47.6969,2.0,0
6454,1840,6,1.0,5.000323679453734,105,2,0,47.6757,1.5,0
6455,2330,7,2.0,16.48817011692729,74,4,0,47.3782,1.0,0
6456,2250,9,2.0,1.9036103724022857,110,3,0,47.6289,2.0,0
6457,2000,7,1.75,2.910468907872957,57,4,4,47.5925,1.0,0
6458,3010,9,2.5,8.54901590880085,39,2,3,47.5643,1.0,0
6459,1680,8,1.75,9.138067658074892,36,3,0,47.5199,1.0,0
6460,1530,8,2.0,7.632551096550007,31,3,0,47.6653,1.0,0
6461,970,6,1.0,4.379327582940713,75,2,0,47.5754,1.0,0
6462,1550,7,1.75,3.807046440209839,74,5,0,47.554,1.5,0
6463,1660,8,1.75,20.33960129900643,36,3,0,47.3118,1.0,0
6464,3680,9,2.5,19.69496420148239,21,3,0,47.6903,1.5,0
6465,3210,10,3.5,5.236154819253578,12,5,2,47.6801,2.0,0
6466,1480,6,1.0,14.318307671238856,75,3,0,47.5378,2.5,0
6467,3600,10,3.5,10.448405386196537,10,5,3,47.6582,2.0,0
6468,1700,8,2.25,3.786174762538755,13,3,0,47.6598,3.0,0
6469,1680,8,1.75,20.639517971229875,37,3,0,47.3107,1.0,0
6470,1550,7,2.0,30.81011144582,16,3,0,47.4855,1.5,0
6471,3780,11,3.25,11.465688262440136,16,3,1,47.5506,1.0,0
6472,2360,7,2.5,7.948919823979064,30,4,0,47.7201,1.0,0
6473,1810,7,2.5,4.005556738022074,18,3,0,47.6513,2.0,0
6474,2290,9,2.5,15.874630374526967,9,3,0,47.5551,2.0,0
6475,3370,10,2.75,15.421889028353176,24,4,0,47.7309,2.0,0
6476,2090,7,1.75,5.253441029664121,99,4,0,47.6802,1.0,0
6477,2130,9,3.75,5.016058108277958,60,4,4,47.5489,1.5,1
6478,2060,7,1.75,11.878836659398349,61,5,0,47.7767,1.0,0
6479,1560,7,1.5,9.753233102433253,46,3,0,47.6729,1.0,0
6480,730,4,1.0,17.70567936445305,81,2,1,47.35,1.0,0
6481,2910,8,2.75,10.80984161908357,30,4,0,47.7352,1.0,0
6482,2490,7,2.25,9.230790168704079,39,4,0,47.7397,1.0,0
6483,1710,7,1.75,8.406782227279553,60,4,0,47.5756,1.0,0
6484,1520,7,1.75,10.997525373698213,48,4,0,47.7347,1.0,0
6485,2930,8,2.75,21.236881476593958,25,3,2,47.5481,2.0,0
6486,3160,8,3.0,16.63129963163293,24,4,3,47.3733,1.0,0
6487,2910,8,2.75,14.439245879747725,48,5,0,47.44,1.5,0
6488,1700,7,2.25,21.646519753424062,35,3,0,47.3601,1.0,0
6489,810,6,1.0,21.460610950282746,92,2,0,47.3057,1.0,0
6490,2000,7,2.5,18.696152732114395,12,4,0,47.3732,2.0,0
6491,1894,6,1.75,20.731314784265308,79,2,0,47.3088,1.5,0
6492,2080,6,1.75,22.284325310163766,45,3,0,47.6724,1.0,0
6493,1730,7,2.0,5.32705587552101,72,4,0,47.5304,1.0,0
6494,720,6,1.0,4.93691377425173,73,2,0,47.6604,1.0,0
6495,3560,10,2.5,16.45690482060818,15,4,0,47.6002,2.0,0
6496,1210,7,2.0,9.011003357249905,60,4,0,47.5747,1.0,0
6497,2130,8,2.5,24.352250861951557,30,4,0,47.262,2.0,0
6498,1570,7,2.25,22.05826779279918,25,3,0,47.3568,1.0,0
6499,3950,11,4.5,4.180123814645096,17,3,3,47.6413,2.0,0
6500,3450,11,3.25,12.224810693000684,26,3,0,47.4294,2.0,0
6501,7220,12,5.75,16.521685047093122,15,4,4,47.7097,2.0,0
6502,1150,7,1.75,28.434646433131416,36,3,0,47.4434,1.0,0
6503,1500,7,2.25,20.164327500532675,31,3,0,47.3146,1.0,0
6504,1300,7,2.5,5.539848808604047,95,3,0,47.6838,1.5,0
6505,1290,6,1.75,5.301933439026847,72,3,0,47.5309,1.0,0
6506,2510,9,2.0,20.18037070709482,21,3,2,47.4012,1.0,0
6507,2320,8,1.75,4.13130744470046,89,4,0,47.6659,1.5,0
6508,5480,11,4.75,4.0516706487113625,79,6,4,47.6515,1.5,1
6509,2030,7,2.75,16.71580416760198,38,4,0,47.3942,1.0,0
6510,2060,8,1.5,6.103418318057183,66,4,0,47.5983,1.0,0
6511,2920,9,2.5,3.656576319273975,32,3,4,47.5799,1.0,0
6512,3330,9,3.0,2.4331087802968714,87,4,3,47.5886,1.5,0
6513,2110,9,2.5,9.314134633254408,25,3,0,47.5269,2.0,0
6514,1175,6,1.0,5.785662086000478,66,3,0,47.6388,1.0,0
6515,1590,7,2.0,20.195517747885905,21,3,0,47.3725,1.0,0
6516,1070,7,1.0,10.177013155123404,68,2,0,47.7532,1.0,0
6517,2720,8,2.0,18.528397448576055,39,4,3,47.338,2.0,0
6518,2980,9,3.5,7.805215686367838,17,4,3,47.6819,2.0,0
6519,1160,7,1.75,20.194287486363294,38,3,0,47.3643,1.0,0
6520,3580,9,2.5,19.295298559413936,11,4,0,47.3901,2.0,0
6521,3020,8,2.25,5.649928906195302,21,3,2,47.5249,3.0,0
6522,2380,7,2.25,10.166770883964418,54,4,0,47.6164,1.0,0
6523,2270,6,2.75,31.4746081579807,67,3,0,47.2099,1.5,0
6524,1660,7,2.25,18.83963131133473,27,3,0,47.3766,2.0,0
6525,830,7,1.0,5.959007259537746,94,2,0,47.6914,1.0,0
6526,2480,8,2.25,11.070317963118343,36,5,0,47.7393,1.0,0
6527,1900,7,2.0,6.06281115237042,92,2,0,47.5227,1.0,0
6528,1670,9,1.75,15.89344408883314,10,2,0,47.5539,1.0,0
6529,2000,7,2.25,12.377983978422073,29,5,0,47.4291,1.0,0
6530,2320,9,2.0,12.949638220319205,23,3,0,47.6106,1.5,0
6531,1860,8,2.5,10.717096773807981,49,4,0,47.6228,1.0,0
6532,2110,9,2.5,26.39035133713711,38,3,3,47.2674,2.0,0
6533,1400,7,2.0,12.214453782718245,36,3,0,47.4655,1.0,0
6534,1400,7,2.0,12.214453782718245,36,3,0,47.4655,1.0,0
6535,2850,9,2.75,9.289932250679508,39,3,0,47.559,1.0,0
6536,1370,7,1.0,28.20962648050013,34,3,0,47.4485,1.0,0
6537,2170,7,2.5,3.395107849630008,92,3,0,47.6543,1.5,0
6538,2570,8,1.75,11.93411449564446,62,3,2,47.4335,1.0,0
6539,1970,8,2.25,8.353546293930142,55,4,0,47.7249,1.0,0
6540,2980,8,3.75,4.860777650993755,18,5,0,47.5508,3.0,0
6541,2300,8,2.5,8.820975378985942,60,4,0,47.6988,2.0,0
6542,1990,8,2.5,14.714454538459137,11,3,0,47.5911,2.0,0
6543,2390,8,2.5,14.599465077455596,14,4,0,47.7433,2.0,0
6544,2160,7,2.5,12.554826222963815,36,3,1,47.6188,1.0,0
6545,3300,10,3.25,7.040137866649166,30,4,0,47.5413,2.0,0
6546,1840,7,2.0,2.8930804745157324,95,3,0,47.6428,1.0,0
6547,2030,8,2.5,13.22543592987761,32,3,0,47.7251,2.0,0
6548,1400,7,2.5,4.43504418587562,12,3,0,47.5516,2.0,0
6549,2320,9,2.25,22.805994935378585,38,4,0,47.2959,2.0,0
6550,1410,7,1.75,7.663598141620459,56,3,0,47.5683,1.0,0
6551,1860,7,2.0,15.37362404043436,32,3,0,47.5898,1.0,0
6552,1820,7,2.5,20.79376843339841,21,4,0,47.3862,2.0,0
6553,1910,8,2.5,10.783142096043075,22,4,0,47.7615,2.0,0
6554,1540,7,1.75,10.799117801904737,44,3,0,47.7222,1.0,0
6555,1430,7,2.0,24.458222643838347,27,3,0,47.2757,1.0,0
6556,1010,7,1.0,19.82716641412898,47,3,0,47.3627,1.0,0
6557,940,5,1.0,7.047493223958409,68,2,0,47.5065,1.0,0
6558,2600,8,2.75,3.9892731458362665,86,3,2,47.5773,1.5,0
6559,2060,8,2.25,9.511712146116206,2,4,0,47.7435,1.0,0
6560,1920,8,2.5,9.57208821861857,29,3,0,47.7144,2.0,0
6561,2900,11,2.5,5.8764300244432714,29,4,0,47.6696,2.0,0
6562,1020,7,1.0,4.798046435817771,32,1,0,47.5385,1.0,0
6563,2150,8,2.25,11.70277139525407,36,4,0,47.6885,2.0,0
6564,1660,7,2.5,4.707904449796709,14,3,0,47.5434,2.0,0
6565,1230,7,1.0,8.750060468288327,71,4,0,47.4798,1.5,0
6566,2170,8,2.5,16.205255445456583,8,2,0,47.7242,1.0,0
6567,1280,7,2.0,20.02614100878745,24,3,0,47.3883,1.0,0
6568,2240,8,2.5,7.5329496152504385,41,4,0,47.5011,1.0,0
6569,1780,7,1.5,6.431783417236195,62,4,0,47.6944,1.0,0
6570,1840,7,1.75,11.867871354916344,47,3,0,47.456,1.0,0
6571,1740,7,1.75,10.417539252896567,47,4,0,47.6259,1.0,0
6572,3040,9,3.0,4.173111951471487,10,5,0,47.548,2.0,0
6573,2370,8,2.5,23.386588257042582,9,3,0,47.354,2.0,0
6574,2100,8,2.5,19.809009487690933,12,4,0,47.3504,2.0,0
6575,1470,8,2.25,5.3168979394797224,8,3,0,47.5388,2.0,0
6576,1300,6,1.5,6.734544295595503,70,2,0,47.5088,1.0,0
6577,3420,8,3.0,2.361215401081542,76,3,0,47.5873,2.0,0
6578,1190,7,1.5,5.232333972970582,75,3,0,47.6726,1.0,0
6579,2080,7,2.0,18.33585714410453,56,5,0,47.3424,1.0,0
6580,2180,7,1.5,6.045135715837642,91,5,0,47.6848,1.5,0
6581,1460,7,2.0,10.535099088414473,48,3,0,47.6233,1.0,0
6582,1530,7,1.75,8.858733856686635,32,3,0,47.6872,1.0,0
6583,4740,11,3.5,13.140836888325142,9,4,3,47.5375,2.0,0
6584,1980,8,2.25,14.444560580030416,35,3,0,47.6478,1.0,0
6585,1710,7,1.75,21.010376510928083,39,3,0,47.3036,1.0,0
6586,1160,7,1.5,11.172196295884978,9,2,0,47.7675,2.0,0
6587,2200,9,2.5,2.8144738675998044,13,3,0,47.6451,2.0,0
6588,1170,7,1.0,4.976328464268467,95,2,0,47.5449,1.0,0
6589,1120,7,1.0,6.682556270271828,50,3,0,47.5112,1.0,0
6590,1710,8,1.5,3.4485997868241363,89,3,0,47.5714,2.0,0
6591,1650,7,1.75,19.226126030282796,29,3,0,47.3514,1.0,0
6592,2840,8,2.5,4.769046794262825,63,4,2,47.5542,1.0,0
6593,3310,9,3.0,16.01876477258288,26,4,0,47.6616,1.5,0
6594,1860,7,2.0,7.644715456585968,30,3,0,47.7165,1.0,0
