bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,sqft_living15,sqft_lot15,lot_to_living_ratio,property_age,distance_to_center
3,3.5,1820,2.0,0,0,3,8,1430,390,2014,0,47.596,1550,1460,1.093956043956044,1,1.7422372275045306
2,1.5,1480,1.0,0,0,4,7,1480,0,1940,0,47.5008,1520,7525,10.568243243243243,75,7.452172752917803
3,2.5,2170,2.0,0,0,3,7,2170,0,2003,0,47.7767,2010,4395,2.263594470046083,12,12.554316338586155
4,4.5,4040,2.0,0,0,3,9,3220,820,2006,0,47.7067,3940,8400,2.0792079207920793,9,11.675561639401764
4,2.5,2090,1.0,0,0,3,7,1220,870,1969,0,47.7266,1740,11200,6.140191387559809,46,11.087880390252884
3,1.75,1480,1.0,0,0,3,7,870,610,1926,0,47.681,1350,4500,2.7364864864864864,89,5.331580604183971
3,1.75,1770,1.0,0,0,4,7,1770,0,1959,0,47.3188,1630,9706,5.010169491525423,56,20.6365965524087
3,2.0,940,1.0,0,0,3,7,880,60,1941,0,47.6771,1420,5000,5.319148936170213,74,5.784432570260334
3,1.0,1490,1.0,0,0,3,7,1490,0,1946,0,47.7411,1950,13228,10.63758389261745,69,9.345668429167855
3,1.5,1830,1.0,0,0,3,7,1010,820,1981,0,47.6277,2450,165963,119.01639344262296,34,16.88652143792757
4,2.0,1820,2.0,0,0,3,7,1820,0,1947,2002,47.6438,1440,5408,2.747802197802198,13,3.224390675041373
4,1.5,2270,1.0,0,0,3,8,1290,980,1954,0,47.6743,2120,5987,2.647577092511013,61,5.551134589734591
3,2.25,1630,2.0,0,0,4,7,1630,0,1985,0,47.4279,1730,9948,7.542944785276074,30,14.691853559593339
4,3.0,3140,1.0,0,0,3,9,2140,1000,1989,0,47.5462,2760,10018,2.8847133757961783,26,9.300689485112635
2,1.0,820,1.0,0,2,5,6,820,0,1922,0,47.5649,1410,5750,4.908536585365853,93,3.6267607255995626
4,1.5,1780,1.0,0,0,3,7,1320,460,1953,0,47.6944,1880,5100,2.865168539325843,62,6.431783417236195
3,1.75,1470,1.5,0,0,5,7,1470,0,1900,0,47.6755,1530,5000,3.401360544217687,115,5.088235174583213
4,4.0,2790,2.0,0,0,4,9,2790,0,1999,0,47.6033,2740,25369,5.7767025089605735,16,8.277088476651421
3,1.0,1270,1.0,0,0,3,7,1270,0,1953,0,47.4921,1340,3000,5.905511811023622,62,7.889203517059158
3,1.75,1280,1.0,0,0,4,7,1280,0,1975,0,47.2823,1670,9764,7.825,40,22.37626311351783
2,1.75,2060,1.0,0,0,3,7,1030,1030,1929,0,47.6856,1390,2700,1.3106796116504855,86,5.565130046229778
3,2.5,1910,2.0,0,0,3,8,1910,0,1997,0,47.4956,2460,6099,2.4895287958115184,18,11.030677111409258
4,3.0,2350,1.0,0,0,5,8,1490,860,1960,0,47.5514,2020,5627,2.394468085106383,55,4.828196521331041
3,2.5,1390,2.0,0,0,3,7,1390,0,2004,0,47.5303,2340,4125,3.5949640287769786,11,22.915061393288465
3,1.5,1770,1.0,0,4,3,9,1770,0,1953,0,47.7648,2650,30280,17.338418079096044,62,11.098878588898412
3,2.25,1780,1.5,0,0,4,9,1390,390,1927,0,47.6025,1960,5568,3.438202247191011,88,2.1690668332779954
5,3.0,3800,1.5,0,0,4,9,3800,0,1984,0,47.3488,2580,35775,11.135789473684211,31,20.964882124475896
4,2.5,3200,1.0,0,0,5,8,1610,1590,1970,0,47.3931,2030,5500,7.0784375,45,16.292916803942298
4,4.25,3500,1.0,0,4,5,9,2140,1360,1951,0,47.7222,3110,8750,2.5,64,8.177866908905072
3,1.0,1280,1.0,0,0,3,7,1280,0,1968,0,47.7677,1290,9625,7.7328125,47,13.664475799119495
2,1.0,1470,1.5,0,0,3,4,1470,0,1932,0,47.4878,1670,43301,17.456462585034014,83,12.5007347569219
2,1.75,1600,1.0,0,0,5,7,850,750,1918,0,47.6408,1860,4000,2.5,97,2.821650129524948
3,2.5,2000,2.0,0,0,4,8,2000,0,1992,0,47.1964,1930,9202,4.8345,23,32.11125706116845
3,2.0,1700,2.0,0,0,3,8,1700,0,1992,0,47.7661,1460,9621,5.882352941176471,23,12.537609555767597
3,1.0,1620,1.0,0,0,4,6,1620,0,1958,0,47.474,1680,10795,6.549382716049383,57,13.314449126565307
4,4.5,2690,1.5,0,0,5,7,2690,0,1949,0,47.7062,1660,9000,2.7323420074349443,66,6.978480120474529
3,1.75,1480,1.0,0,0,4,7,1480,0,1968,0,47.4633,1500,7900,4.594594594594595,47,11.954591329033246
5,3.75,4960,2.0,0,2,3,11,3760,1200,2001,0,47.5491,5200,18116,2.8205645161290325,14,9.93693369845527
3,1.75,1300,1.0,0,0,3,7,900,400,1953,0,47.6368,1750,4000,3.076923076923077,62,3.359520182409623
4,1.75,2040,1.0,0,0,3,8,1440,600,1977,0,47.7611,1910,10026,4.569607843137255,38,10.819120383005354
3,1.75,1880,1.0,0,0,3,8,1880,0,1988,0,47.3515,2260,5883,16.141489361702128,27,17.70071190196939
3,1.0,1810,1.0,0,0,4,7,1130,680,1954,0,47.7493,1810,8100,3.977900552486188,61,9.9255387191329
3,2.5,1800,2.0,0,0,3,8,1800,0,2011,0,47.5436,1800,2380,0.6222222222222222,4,4.656095976825853
4,3.0,2590,2.0,0,0,3,8,2590,0,2014,0,47.4784,2670,5600,2.3783783783783785,1,13.211569972350185
5,2.5,1900,1.0,0,0,3,7,1190,710,1969,0,47.7096,1940,8360,4.978947368421053,46,9.375787350640094
3,2.5,2530,2.0,0,0,3,8,1530,1000,1991,0,47.46,1730,43548,17.285770750988142,24,30.89708197659563
4,2.5,2650,2.0,0,0,3,8,2650,0,2014,0,47.5019,2030,3768,1.5547169811320756,1,7.215038847188889
6,3.25,2820,2.0,0,0,4,8,1930,890,1917,0,47.6688,2820,4536,1.6085106382978724,98,4.457268094746999
3,1.0,1150,1.0,0,0,5,6,1150,0,1906,0,47.6867,1460,3200,2.608695652173913,109,5.593951857871995
4,2.5,2370,1.0,0,0,5,8,1660,710,1974,0,47.6383,2480,9875,4.219409282700422,41,11.111082159203463
2,1.0,1010,1.0,0,0,4,6,1010,0,1944,0,47.771,1610,7313,5.9405940594059405,71,11.427154453888809
2,1.75,1350,1.0,0,0,3,8,1350,0,2008,0,47.7091,1680,4775,3.417777777777778,7,16.41966614517273
2,1.0,700,1.0,0,0,3,6,700,0,1951,0,47.5294,1020,5617,13.571428571428571,64,5.918710287431969
4,2.5,1850,2.0,0,0,3,7,1850,0,1991,0,47.359,1860,6037,3.2632432432432434,24,18.31146711382458
4,2.5,3070,2.0,0,0,4,10,2670,400,1927,0,47.6325,3190,7523,2.347557003257329,88,2.677394863638011
4,3.25,3530,2.0,0,0,3,11,3530,0,1986,0,47.7193,3850,20707,5.669121813031161,29,12.356474401368962
2,1.0,1440,1.5,0,0,3,7,1440,0,1928,0,47.7223,1980,8400,23.435416666666665,87,9.86617216093213
3,1.75,1420,1.0,0,0,3,5,710,710,1931,2014,47.4928,1960,5000,2.112676056338028,1,8.292162640375613
3,2.0,1820,3.0,0,0,3,9,1820,0,2014,0,47.5433,1710,1367,0.7461538461538462,1,4.80573465496381
2,1.0,880,1.0,0,0,3,7,880,0,1940,0,47.6848,1150,4000,4.545454545454546,75,5.98490998733676
3,2.5,3240,2.0,0,2,3,10,3240,0,1995,0,47.3256,4050,24967,10.23179012345679,20,19.50386311938021
2,1.0,730,1.0,0,0,4,6,730,0,1918,0,47.6751,1480,3900,3.5616438356164384,97,5.239580576402195
5,1.5,1940,2.0,0,0,3,8,1940,0,1905,0,47.6845,1750,4800,2.4742268041237114,110,5.409449453086158
4,3.0,5370,2.0,0,0,3,10,3500,1870,2005,0,47.3166,4443,94403,13.00707635009311,10,24.081793857857978
3,2.5,1880,2.0,0,0,3,8,1880,0,1993,0,47.4206,1970,7000,3.626595744680851,22,14.598149133856124
2,2.25,1180,2.0,0,0,3,8,840,340,2008,0,47.6124,1310,1963,1.061864406779661,7,1.1611043675391788
2,1.0,1320,1.0,0,0,4,7,1320,0,1908,0,47.5517,1270,4120,2.340909090909091,107,4.588425297128007
3,1.75,1820,1.0,0,0,3,7,1220,600,1980,0,47.7466,1940,11100,4.410989010989011,35,9.758425365365797
5,1.0,2590,2.0,0,0,4,8,2310,280,1907,0,47.6038,2360,4650,1.7961389961389962,108,1.7878475497783888
3,2.75,3280,1.0,0,2,4,9,2040,1240,1979,0,47.5606,3150,9998,3.21890243902439,36,9.825100529869019
3,2.25,1680,2.0,0,0,3,7,1680,0,1987,0,47.3025,1820,35166,20.90892857142857,28,24.382186492095116
2,1.75,1640,1.0,0,0,3,7,840,800,1921,0,47.6645,1980,4080,2.4878048780487805,94,4.037776610262714
3,2.5,1760,2.0,0,0,3,8,1760,0,2010,0,47.355,2000,6935,5.759659090909091,5,21.558026068200647
3,1.0,1000,1.0,0,0,4,6,860,140,1930,0,47.7098,1700,7800,7.8,85,7.515304195661046
3,1.0,1290,1.5,0,0,3,7,1290,0,1930,0,47.6951,1630,6380,4.945736434108527,85,6.172136931439715
4,2.5,2120,2.0,0,0,3,8,2120,0,2005,0,47.5521,2190,3640,1.7169811320754718,10,16.149724088816903
3,1.5,1280,3.0,0,0,3,7,1280,0,2003,0,47.7162,1420,1422,0.7609375,12,7.815541424433059
2,2.0,1650,1.5,0,0,5,7,1650,0,1916,0,47.6512,1700,4560,4.1454545454545455,99,3.1210555316375856
3,2.25,1190,3.0,0,0,3,8,1190,0,2008,0,47.6542,1180,1224,1.0084033613445378,7,3.3790649414934832
5,2.5,2070,1.0,0,0,4,7,1340,730,1967,0,47.626,2090,12000,5.797101449275362,48,10.742680165710173
3,1.75,1980,1.0,0,0,3,6,1040,940,1956,1999,47.4012,2180,217799,138.15959595959595,16,17.56905754178701
2,1.0,1070,1.0,0,0,3,6,1070,0,1962,0,47.4989,1130,6120,5.719626168224299,53,7.44639081229854
3,1.5,1280,2.0,0,0,4,6,1280,0,1983,0,47.3343,1070,4491,3.95703125,32,19.542417031226044
3,2.5,1260,3.0,0,0,3,8,1260,0,2009,0,47.7325,1340,1188,1.2873015873015874,6,8.740433730523701
2,2.5,2270,3.0,0,0,3,7,1820,450,2009,0,47.6757,2180,1763,0.7766519823788546,6,10.963742340139508
4,2.0,2120,1.0,0,0,4,6,1770,350,1949,0,47.6859,1560,9920,3.6820754716981132,66,9.5106072717481
3,2.75,2310,1.0,0,0,4,7,1520,790,1940,0,47.6357,2310,5200,2.2510822510822512,75,3.652797640360492
5,3.75,3050,2.0,0,0,3,9,3050,0,2014,0,47.6819,2750,8979,2.941639344262295,1,9.122671314730276
3,1.75,1500,1.0,0,0,3,6,1500,0,2014,0,47.3095,1320,11303,7.978666666666666,1,25.677669667560245
3,2.5,1780,2.0,0,0,4,8,1780,0,1930,1986,47.6809,1690,4952,2.4269662921348316,29,5.474095629604474
4,2.5,3691,2.0,0,1,3,8,3691,0,2013,0,47.6122,3190,11270,3.00406393931184,2,12.765727802342962
4,2.0,2140,2.0,0,0,3,7,1840,300,1945,0,47.687,1690,6360,2.97196261682243,70,5.9826910499786425
4,3.25,2550,2.0,0,0,3,8,2550,0,1990,0,47.7324,2370,14001,4.51921568627451,25,19.305195394079718
3,1.0,1390,1.0,0,0,4,6,1390,0,1960,0,47.2898,1420,10000,11.510791366906474,55,22.186053696872175
3,1.0,1440,2.0,0,0,3,7,1440,0,1910,0,47.6741,1850,4500,3.4722222222222223,105,4.801102247576106
2,1.0,1290,1.0,0,0,3,6,1290,0,1945,0,47.6966,1180,5376,4.167441860465116,70,6.296204479557426
5,2.25,2290,1.0,0,0,3,7,1290,1000,1973,0,47.4375,1660,7526,3.2401746724890828,42,14.00885830552211
3,1.75,1270,1.0,0,0,3,7,1270,0,1953,0,47.693,1490,4800,3.779527559055118,62,6.1465771405082705
3,1.75,1800,1.0,0,0,5,6,900,900,1950,0,47.7505,1060,6628,3.3333333333333335,65,9.994056229251436
2,1.0,950,1.0,0,0,5,6,950,0,1943,0,47.5149,1250,5650,5.947368421052632,72,7.219237205056366
4,4.0,4810,2.0,0,3,3,11,4810,0,2007,0,47.6364,3970,19929,3.919126819126819,8,5.897639847042306
4,2.75,2440,2.0,0,0,3,8,1750,690,1960,0,47.5547,1920,6375,2.081967213114754,55,4.179107587992863
4,2.75,2414,2.0,0,0,3,8,2414,0,2006,0,47.3046,1500,7177,3.1868268434134217,9,21.464845887609506
3,3.0,2440,2.0,0,0,3,8,1930,510,2006,0,47.5476,2440,2310,0.8508196721311475,9,4.419121594552856
4,2.5,2660,2.0,0,0,3,9,2660,0,1999,0,47.5894,3290,11275,4.2105263157894735,16,6.418931409512463
3,1.0,770,1.0,0,0,3,6,770,0,1941,0,47.4509,1560,10707,12.662337662337663,74,11.056527588926825
3,3.0,2390,1.5,0,0,3,8,2390,0,2008,0,47.4545,1540,26979,8.139748953974895,7,10.48174999731488
3,2.0,1520,2.0,0,0,3,7,1520,0,1977,2006,47.777,1860,8710,3.3157894736842106,9,11.882151966284265
4,3.5,3380,2.0,0,0,3,8,3380,0,2000,0,47.7741,2220,8330,2.464497041420118,15,11.804165291769458
2,1.0,1240,1.0,0,0,4,7,1240,0,1960,0,47.3714,1660,11393,9.187903225806451,55,17.24633385988767
4,1.75,1670,1.0,0,0,3,7,1670,0,1976,0,47.7254,1620,9500,5.688622754491018,39,8.299435937311836
4,2.5,2590,2.0,0,0,3,9,2590,0,2001,0,47.6978,1700,7488,3.054054054054054,14,6.7148357038225726
3,1.0,1270,1.0,0,0,4,7,1270,0,1957,0,47.5874,1470,8000,6.299212598425197,58,9.25537429045062
3,1.75,1490,1.0,0,0,4,7,1490,0,1993,0,47.3473,1490,7376,5.608724832214765,22,22.603971956098007
4,2.5,2000,2.0,0,0,3,7,2000,0,1997,0,47.3625,2000,6686,5.0255,18,22.142103121873706
4,2.5,3960,2.0,0,0,3,10,3960,0,2000,0,47.7249,3290,43560,9.751262626262626,15,16.552815585255114
4,2.25,2030,2.0,0,0,4,8,2030,0,1983,0,47.7214,1950,8750,4.317241379310345,32,13.068494405524941
4,2.25,2010,1.0,0,0,3,8,1440,570,1986,0,47.5343,2060,9793,4.777611940298508,29,13.918742467408912
4,3.5,2340,2.0,0,2,3,8,1730,610,2011,0,47.5403,2600,2843,1.2008547008547008,4,14.928189613577668
4,1.75,3130,2.0,0,0,3,7,3130,0,1978,0,47.7402,1850,12220,5.831629392971246,37,9.287274882814838
4,2.5,3680,2.0,0,0,3,10,3680,0,1986,0,47.5604,2830,11251,3.1652173913043478,29,10.987134527023866
3,2.75,3080,1.0,0,2,4,7,1610,1470,1958,0,47.3841,2424,12410,6.375,57,15.508028632149376
4,2.25,2410,2.0,0,0,5,8,1650,760,1910,0,47.6727,1820,4000,1.6597510373443984,105,4.655322843668732
3,1.75,1070,1.0,0,0,4,7,1070,0,1968,0,47.3249,1350,6148,5.710280373831775,47,20.297783316985484
8,2.75,2790,1.0,0,0,3,7,1470,1320,1977,0,47.7565,1760,7624,2.399641577060932,38,10.383844267546445
3,2.5,1800,2.0,0,0,3,8,1800,0,1993,0,47.7334,2450,14025,7.797777777777778,22,19.045955226483684
3,2.25,1500,1.0,0,0,4,7,1500,0,1973,0,47.4597,1750,7990,4.94,42,12.875178817237535
3,1.0,1330,1.0,0,0,3,7,930,400,1954,0,47.5498,1440,5850,4.398496240601504,61,4.209881728724248
4,1.5,1790,1.0,0,0,4,8,1210,580,1963,0,47.3774,1540,6600,5.698324022346369,52,16.58292257638507
2,1.0,940,1.0,0,0,3,7,940,0,1926,0,47.5375,940,5040,5.361702127659575,89,5.134531624438278
3,3.5,3380,3.0,0,0,3,10,2800,580,2008,0,47.6162,2790,5000,0.986094674556213,7,2.1729837279237585
3,2.5,1500,3.0,0,2,3,7,1110,390,2008,0,47.6327,1500,1057,0.746,7,1.942495563437318
5,2.5,3070,2.0,0,0,3,8,3070,0,2005,0,47.4939,2590,7200,2.3452768729641695,10,11.977443797113114
3,1.75,1590,2.0,0,0,3,8,1060,530,2014,0,47.5753,1530,5400,0.8314465408805032,1,2.7798836791700032
3,2.5,1900,2.0,0,0,3,7,1900,0,2005,0,47.5941,2260,5450,3.2757894736842106,10,15.353962078772918
3,1.0,1520,1.0,0,0,3,7,1030,490,1954,0,47.4527,1530,7201,4.7368421052631575,61,10.6453122370028
2,1.0,700,1.0,0,0,3,6,700,0,1953,0,47.438,890,10540,15.057142857142857,62,11.62147674945515
3,1.75,1260,1.0,0,0,5,7,1260,0,1947,0,47.7444,1570,11052,8.907936507936508,68,9.56179682039881
5,1.75,2860,1.0,0,0,4,8,1430,1430,1947,0,47.7385,1920,18110,4.298251748251748,68,9.170207597983676
4,2.75,2730,2.0,0,0,3,7,2730,0,2005,0,47.3608,2230,4924,1.7153846153846153,10,21.695895976111366
3,1.0,1520,1.5,0,0,3,7,1520,0,1952,0,47.7222,1560,8160,5.2993421052631575,63,8.11321008504039
3,2.0,1800,2.0,0,0,5,7,1600,200,1925,0,47.5447,1640,5000,2.7777777777777777,90,5.012745041523473
3,2.0,1800,1.0,0,0,3,7,1800,0,1956,1990,47.6935,1970,9775,7.038333333333333,25,9.567642748011055
4,1.75,1840,1.0,0,0,3,7,1220,620,1967,0,47.6579,1770,9720,5.217391304347826,48,10.309790639976175
3,1.75,1850,1.0,0,0,3,8,1850,0,1952,0,47.7241,1600,8160,4.410810810810811,63,8.271959619457643
2,1.0,1380,1.0,0,0,3,7,1380,0,1918,1976,47.6875,1540,4076,4.217391304347826,39,6.274363188953759
4,2.0,1980,1.0,0,0,3,7,1980,0,1977,0,47.638,1420,12300,7.754545454545455,38,17.147563437511828
3,2.0,2590,1.5,0,0,5,7,1790,800,1904,0,47.635,2440,4000,1.4478764478764479,111,2.21625842416925
4,2.0,2030,2.0,0,0,3,7,2030,0,1950,0,47.4994,1520,9440,4.0,65,8.093002422097404
3,2.5,1626,2.5,0,0,3,8,1419,207,2007,0,47.6031,1400,1583,0.9735547355473555,8,1.1003493983642152
4,2.25,1770,1.0,0,0,4,8,1190,580,1965,0,47.4413,2490,20000,18.71864406779661,50,14.198520453896068
4,1.75,2190,1.0,0,0,3,8,2190,0,1964,0,47.7108,2040,9964,4.45296803652968,51,8.432338657193466
3,2.0,1560,1.0,0,0,5,7,910,650,1976,0,47.3197,1470,29150,20.600641025641025,39,22.210261025448958
4,1.75,2290,1.5,0,2,5,7,1690,600,1938,0,47.2034,2170,12434,16.11353711790393,77,31.820815170425355
3,2.0,1560,1.0,0,0,3,7,1260,300,1966,0,47.341,1570,8276,6.176282051282051,49,18.353024100468303
3,2.25,1740,2.0,0,0,3,8,1740,0,1980,0,47.7376,1720,11778,6.344827586206897,35,10.004303452111364
4,2.25,1990,1.5,0,2,4,8,1420,570,1932,0,47.5638,1810,5750,2.3115577889447234,83,3.686858868159622
4,1.0,1620,1.5,0,0,3,7,1620,0,1927,0,47.5728,1220,5520,2.672222222222222,88,3.4856754157952867
3,1.0,1580,1.5,0,0,3,6,1580,0,1900,0,47.6839,1580,3860,2.3886075949367087,115,5.534968710952623
4,2.5,2610,2.0,0,0,3,8,2610,0,2008,0,47.7728,2440,4588,1.760536398467433,7,12.36902126006376
5,3.5,3500,2.0,0,0,3,10,3500,0,1996,0,47.5887,3110,10837,3.084,19,16.777480435492397
4,2.75,3550,1.0,0,0,5,8,2100,1450,1966,0,47.425,2050,9000,3.9261971830985916,49,12.72730802194317
4,3.0,2950,2.0,0,3,3,9,1980,970,1979,0,47.5714,2140,4000,1.694915254237288,36,3.1305282688227236
5,3.25,3680,2.0,0,0,5,9,2630,1050,1925,0,47.6341,3050,5850,1.6467391304347827,90,2.331949012336865
5,3.75,3500,1.5,0,0,3,8,3500,0,1967,1990,47.6745,3250,38636,28.998285714285714,25,13.815639769284106
4,2.25,2280,1.0,0,0,4,7,1140,1140,1963,0,47.4182,1660,8000,3.289473684210526,52,12.987898619266849
4,1.75,2520,1.0,0,0,3,7,1260,1260,1979,0,47.3224,2090,12375,4.321428571428571,36,19.612683018283043
3,2.5,1970,2.0,0,0,4,8,1970,0,1990,0,47.7397,2640,9636,6.195431472081219,25,10.865526115547945
3,1.75,1400,2.0,0,0,3,6,1400,0,1948,0,47.4999,1440,10825,5.214285714285714,67,7.932083230999818
4,2.75,3320,2.0,0,0,5,8,2220,1100,1960,0,47.5376,2720,8330,3.1849397590361446,55,8.545599641817104
4,2.5,2600,1.0,0,0,3,9,1840,760,1983,0,47.7446,2250,7691,3.598076923076923,32,10.317868812258846
1,0.0,670,1.0,0,0,3,3,670,0,1966,0,47.2638,1160,42882,64.74179104477612,49,30.95866343406683
3,1.0,1010,1.0,0,0,3,7,1010,0,1957,0,47.4849,1370,10042,11.55940594059406,58,8.50533579580903
4,2.0,1720,1.0,0,0,3,7,1420,300,1950,0,47.6651,1350,1281,2.3255813953488373,65,4.625508504651259
3,1.75,1190,1.0,0,0,4,7,1190,0,1968,0,47.3151,1250,7800,6.117647058823529,47,21.183680639737783
4,2.0,2180,1.0,0,0,2,6,1730,450,1950,0,47.589,2180,12010,4.85091743119266,65,7.344505670499206
4,3.5,3260,2.0,0,0,3,10,3260,0,1997,0,47.6436,3470,97895,33.91993865030675,18,15.862739334846976
3,1.75,1350,1.0,0,0,3,7,1350,0,1966,0,47.4378,1600,8928,6.471851851851852,49,11.896278972665133
3,2.0,2220,1.0,0,0,4,7,1110,1110,1966,0,47.5807,1450,5000,2.2522522522522523,49,3.3869928449700097
4,2.5,1940,2.0,0,0,3,8,1940,0,1997,0,47.5461,2050,6307,2.790721649484536,18,4.430995465085187
2,1.0,570,1.0,0,1,3,6,570,0,1936,0,47.4433,2040,115434,143.6719298245614,79,12.412447191302391
2,1.5,1270,1.0,0,0,4,7,1270,0,1947,0,47.3347,1270,10200,25.334645669291337,68,18.80245107220414
3,1.75,1120,1.5,0,0,4,7,1120,0,1925,0,47.5445,1490,5500,4.910714285714286,90,5.074583853737784
4,1.75,2030,1.0,0,0,3,7,1450,580,1968,0,47.5067,1750,8387,3.5517241379310347,47,10.442829736478208
3,2.5,2040,2.0,0,0,3,8,2040,0,1996,0,47.4876,2150,7545,3.7279411764705883,19,27.13742469280845
3,1.5,1360,2.0,0,0,5,7,1360,0,1949,0,47.4488,1220,8912,6.551470588235294,66,11.197371782295741
3,2.25,2190,1.5,0,1,4,8,2190,0,1927,0,47.7303,1910,8145,4.006849315068493,88,8.828176413189606
4,1.0,1610,1.5,0,0,3,6,1610,0,1947,0,47.2751,1270,9600,14.906832298136646,68,23.179647169590922
3,1.0,2030,1.5,0,0,4,7,1840,190,1908,0,47.6765,2030,4080,2.0098522167487687,107,4.985402045479861
3,1.75,1260,1.5,0,0,4,7,1260,0,1983,0,47.2737,2400,21715,11.904761904761905,32,24.456087670176903
3,1.75,1520,1.0,0,0,3,7,1140,380,1975,0,47.7358,1910,7820,4.771052631578947,40,11.571927700012598
2,2.0,1300,1.0,0,0,3,8,1300,0,2006,0,47.7193,1350,4199,2.973076923076923,9,16.365272356679768
3,1.5,1160,1.0,0,0,5,7,1160,0,1970,0,47.364,1170,5200,4.482758620689655,45,20.10698377260328
4,2.75,2640,2.0,0,0,5,7,1840,800,1911,0,47.6783,1690,5000,1.4204545454545454,104,5.185834458730331
3,2.25,2680,2.0,0,0,4,8,1580,1100,1978,0,47.4776,2540,60548,37.38358208955224,37,17.090436516472817
4,1.0,1600,1.5,0,0,4,7,1600,0,1946,0,47.6983,1900,5500,3.4375,69,6.969048714548169
3,2.0,1420,1.0,0,0,3,7,1420,0,1980,0,47.5356,2330,3474,7.975352112676056,35,14.237596829575345
2,2.0,2180,1.0,1,4,5,9,1580,600,1952,0,47.5036,2480,21503,8.497706422018348,63,7.5388198893996465
3,2.5,1690,1.5,0,1,4,8,1690,0,1928,0,47.5841,2140,7200,2.662721893491124,87,2.826486944067948
3,2.5,1970,2.0,0,0,3,8,1970,0,1988,0,47.2658,1950,8220,3.8071065989847717,27,24.116566505694674
3,1.75,1580,1.0,0,2,4,8,1330,250,1947,0,47.6339,2480,5750,3.6392405063291138,68,3.389749662069658
5,3.25,4770,1.0,0,0,4,11,3070,1700,1973,0,47.6525,3530,38917,10.50188679245283,42,8.65039698621147
4,1.0,1030,1.0,0,0,4,6,1030,0,1955,0,47.4857,1420,6631,6.4281553398058255,60,9.813637258420757
4,2.5,2460,2.0,0,0,3,9,2460,0,1989,0,47.6262,2420,7987,3.263821138211382,26,14.179447164290961
4,3.25,3380,2.0,0,3,3,7,2420,960,1990,0,47.4092,1920,7500,2.2189349112426036,25,13.610003101885114
4,3.0,3100,2.0,0,0,3,8,2400,700,1996,0,47.7466,2000,42500,4.993548387096774,19,10.590243355341988
3,1.5,1940,1.5,0,2,3,8,1940,0,1900,0,47.6308,2550,3600,1.4871134020618557,115,2.4205878673485417
3,2.5,2680,2.0,0,0,3,8,2680,0,2013,0,47.4761,2990,6037,2.0667910447761195,2,29.38706775234909
3,2.25,1660,1.0,0,0,4,8,1370,290,1980,0,47.6889,2100,10125,6.108433734939759,35,11.11007220639504
3,2.0,1380,1.0,0,0,3,7,1380,0,1989,0,47.3336,1600,7227,5.417391304347826,26,19.04157690092995
3,1.0,1380,1.0,0,0,4,6,1380,0,1919,0,47.57,1790,4635,3.358695652173913,96,3.33173321693903
2,2.25,1730,2.0,1,2,4,7,1730,0,1947,1988,47.373,1400,12410,18.202890173410406,27,17.253786101493354
4,2.75,4280,2.0,0,0,3,9,3900,380,1947,2008,47.6185,3590,12670,2.9598130841121497,7,5.351515345035795
4,1.75,1960,1.0,0,0,4,7,1260,700,1960,0,47.6968,2000,7057,3.1316326530612244,55,6.447113232044774
4,2.75,2560,1.0,0,0,4,7,1500,1060,1968,0,47.7278,2280,9234,3.4984375,47,11.089006876822912
5,2.75,3078,2.0,0,0,3,9,3078,0,2014,0,47.3587,1979,19030,2.0698505523066926,1,18.843240865991785
3,2.5,2330,1.0,0,0,4,7,1480,850,1980,0,47.4543,1940,9607,3.7025751072961373,35,11.948293816366528
3,3.75,1950,1.0,0,0,3,8,1360,590,1959,0,47.505,1950,6670,4.423076923076923,56,7.803139350795651
6,2.0,2840,1.5,0,0,3,6,2720,120,1948,0,47.7158,2330,228690,80.52464788732394,67,18.68949982382971
2,1.0,1310,1.0,0,0,3,6,1310,0,1913,0,47.6854,1550,4000,3.053435114503817,102,5.473539173191092
4,3.0,1670,2.0,0,0,3,8,1350,320,2008,0,47.6397,1670,2594,1.5820359281437126,7,2.3915212159551245
2,1.0,1470,1.0,0,0,3,6,900,570,1944,0,47.6527,1670,6000,4.081632653061225,71,4.081224212652761
4,2.25,2150,2.0,0,0,5,8,2150,0,1976,0,47.469,2200,11923,12.71860465116279,39,13.68843989628459
3,2.5,2120,2.0,0,0,3,8,2120,0,2003,0,47.7174,1930,7206,3.396698113207547,12,7.6858078950385735
3,1.75,1330,1.0,0,3,3,7,1330,0,1983,0,47.4403,1870,8429,9.487218045112781,32,11.812411461954632
3,1.75,1800,1.0,0,0,3,7,1170,630,1952,0,47.6514,1720,5102,2.8344444444444443,63,4.689016038267699
3,2.0,1420,2.0,0,0,3,7,1420,0,1990,0,47.2887,1790,6607,4.780281690140845,25,21.95197498446561
4,1.75,2390,1.0,0,2,3,8,1390,1000,1957,0,47.6956,2210,6260,2.4602510460251046,58,6.9209891394407155
4,2.5,2286,2.0,0,0,3,8,2286,0,2002,0,47.5174,2110,4711,3.6172353455818023,13,8.907171825645007
6,4.5,3500,2.0,0,0,3,7,3500,0,1980,0,47.7351,1550,8460,2.4297142857142857,35,9.071970512475437
5,2.5,2750,1.5,0,0,5,9,1840,910,1910,0,47.6364,1460,4250,2.032363636363636,105,2.5692520541458626
