sqft_living,grade,bathrooms,distance_to_center,property_age,bedrooms,view,lat,floors,waterfront
1490,7,2.0,19.948898229120964,25,3,0,47.3686,1.0,0
3410,10,2.75,9.237410269487851,33,4,0,47.5559,2.0,0
2080,8,2.75,4.817564578701841,15,4,0,47.6737,1.5,0
5774,11,5.0,17.939303884639966,31,5,2,47.3466,1.0,0
1300,7,1.0,8.915088805307464,59,3,0,47.7352,1.0,0
1380,7,2.0,4.9871021955648756,29,3,0,47.6753,1.0,0
1350,6,1.0,11.557458917652307,69,3,0,47.4657,1.0,0
2740,7,2.5,9.323830169983362,51,3,0,47.473,2.0,0
1880,7,1.75,9.893397309780466,50,4,0,47.5838,1.0,0
1500,7,1.75,10.00524228071383,60,4,0,47.7373,1.0,0
1560,7,1.0,6.049770927485167,63,3,0,47.623,1.0,0
2640,8,1.75,8.812292475409862,61,5,4,47.5022,1.0,1
2370,9,2.5,9.269576086144161,25,3,0,47.528,2.0,0
1240,6,1.0,6.857323329035311,99,3,0,47.5166,1.0,0
1180,8,1.75,22.000717443526163,11,2,0,47.3329,1.0,0
2880,8,2.5,5.630362843282459,65,3,4,47.6281,1.0,0
2910,8,2.5,22.19704724750878,17,4,0,47.5354,2.0,0
1330,8,2.5,5.929835756661793,11,3,0,47.6836,3.0,0
1910,7,2.75,18.06043442862305,35,4,0,47.3693,1.0,0
1010,6,1.0,2.6100443442982213,97,2,2,47.5728,1.0,0
1460,7,1.5,12.345528743240084,63,3,0,47.4275,1.0,0
2820,7,3.0,5.438217387612244,87,4,0,47.6813,1.5,0
1660,7,1.75,17.163396458660568,38,3,0,47.3609,1.0,0
2430,8,2.5,8.439036285757041,8,5,0,47.5237,2.0,0
2250,9,2.5,14.281869024827156,28,4,0,47.4398,2.0,0
1750,7,1.0,14.479713224948027,48,4,0,47.743,1.0,0
1860,8,2.5,21.519067373176835,5,3,0,47.3557,2.0,0
2310,8,1.75,16.171740373923235,37,3,0,47.3743,1.0,0
3290,7,3.0,10.018689028598143,11,5,0,47.6708,1.0,0
2780,9,2.5,2.847207984780025,15,3,2,47.5791,2.0,0
1090,7,2.5,13.168884450988772,11,2,0,47.5347,2.0,0
2180,9,2.25,20.09447435326872,40,4,0,47.317,1.0,0
1834,8,2.25,18.96248313817037,3,4,0,47.3568,2.0,0
2680,8,2.5,8.17372728932117,36,3,0,47.7028,1.0,0
2600,6,2.0,4.612186849393378,101,5,0,47.6691,1.5,0
2120,7,1.5,17.275036366553383,41,4,0,47.6503,2.0,0
1110,6,1.0,7.780710066591596,73,2,0,47.5454,1.0,0
3490,10,3.25,16.90172938947459,9,4,0,47.5834,2.0,0
1900,7,2.25,8.260612542029339,48,3,0,47.4869,1.0,0
2520,8,2.5,13.076750937737145,10,4,0,47.5401,2.0,0
2340,8,2.25,11.138175257075632,42,5,0,47.6369,2.0,0
2160,7,2.5,3.521006543441544,4,3,0,47.5644,1.5,0
1260,7,1.75,5.69632406391579,4,3,0,47.5261,2.0,0
5030,11,4.5,5.068553619100274,7,4,2,47.5722,2.0,0
940,7,1.0,5.5954820182999665,66,2,0,47.5314,1.0,0
1430,7,1.0,5.605847704609593,68,3,0,47.6873,1.0,0
2190,7,1.75,21.339574740879076,95,3,0,47.3063,1.5,0
3040,9,2.5,9.565084186344455,8,3,0,47.51,2.0,0
1580,8,1.5,6.12312451980017,76,3,0,47.687,1.0,0
660,6,1.0,3.127836783819926,100,2,0,47.5664,1.0,0
1070,7,1.75,24.905590352008048,21,3,0,47.3129,1.0,0
1550,7,1.75,3.807046440209839,74,5,0,47.554,1.5,0
1600,7,1.75,7.326921655322606,42,4,0,47.7111,1.0,0
2420,8,1.5,32.502090049330995,53,5,2,47.208,1.0,0
2640,8,2.5,15.636222183378404,26,4,0,47.5787,2.0,0
3430,11,2.75,22.775357764804717,10,4,4,47.5364,1.0,0
2010,8,1.75,4.623009322828508,78,4,2,47.6457,1.0,0
2690,9,2.5,20.992548770942854,28,3,0,47.3026,2.0,0
2940,10,3.25,1.9306336128360115,37,3,3,47.6299,3.0,0
3020,10,2.5,19.352915237594985,21,4,0,47.363,2.0,0
1270,7,2.0,11.579123544741979,43,3,0,47.7381,1.0,0
1850,7,2.0,16.752484511836464,37,4,0,47.3666,1.0,0
1030,5,1.0,17.76525816745118,103,3,0,47.375,1.5,0
1440,8,2.0,16.3488680387893,8,3,0,47.7188,1.0,0
2210,7,2.0,4.9200928134623005,106,3,2,47.6754,1.5,0
1800,8,2.25,9.107007852714863,35,4,0,47.692,1.0,0
1310,8,2.5,1.13315621677704,9,2,0,47.6112,2.0,0
3410,11,5.25,4.768856409757288,9,5,0,47.6295,2.0,0
1820,7,2.0,13.934488534307116,43,3,0,47.4703,1.0,0
2370,8,2.5,15.477065269247674,12,3,0,47.5465,2.0,0
1620,7,1.0,6.459334449200487,87,3,0,47.5136,1.5,0
910,6,1.75,22.84427314198436,12,2,0,47.3493,1.0,0
1600,7,1.5,21.175625717046454,56,4,0,47.3107,1.0,0
3100,8,2.75,8.136501541902831,33,5,2,47.7188,2.0,0
1840,8,1.75,12.106104511639579,44,3,0,47.5847,1.0,0
1450,8,2.0,5.124130517088624,12,3,0,47.6726,1.5,0
2500,8,1.75,7.348514292054057,45,4,0,47.5345,1.0,0
2600,8,2.75,8.78018811073895,37,4,0,47.5523,1.0,0
2542,8,2.5,17.332655261147547,1,4,0,47.3751,2.0,0
2510,8,2.5,4.893553246282037,10,3,0,47.5374,2.0,0
3470,11,3.25,9.96379644908111,26,4,3,47.5513,1.0,0
740,6,1.0,6.02583469560663,103,2,0,47.6929,1.0,0
850,6,1.0,5.909841271867634,99,2,0,47.5282,1.0,0
3790,8,3.5,10.470082490184875,14,5,1,47.4891,1.0,0
3110,11,2.5,6.960885116535842,25,4,4,47.6952,2.0,0
1600,7,2.5,14.643597396976663,13,3,0,47.6868,2.0,0
1900,5,1.0,23.14129294324682,73,3,0,47.2738,1.5,0
2380,8,1.75,7.445885816670036,59,3,2,47.5119,1.0,0
1290,7,2.0,20.241461926850704,25,3,0,47.3658,1.0,0
2590,9,2.5,10.4780045482879,24,4,0,47.738,2.0,0
2398,8,2.5,12.223332939767213,7,4,0,47.452,2.0,0
2290,8,2.5,6.39459792929056,43,3,0,47.691,1.0,0
1050,7,2.0,18.82055259681854,29,3,0,47.7341,1.0,0
1850,7,2.25,14.975723531295984,30,3,0,47.5669,2.0,0
1480,7,1.75,5.849834552328806,89,3,0,47.686,1.5,0
2000,7,1.75,18.247729561967052,52,4,0,47.3428,1.0,0
1840,8,1.5,4.180945782060899,108,4,0,47.5575,2.0,0
1210,7,1.5,22.71830788769317,57,3,0,47.2876,1.0,0
1860,7,2.5,15.516032370357339,32,4,0,47.4046,1.0,0
3470,9,3.0,2.710554746088824,1,4,2,47.5917,2.0,0
1400,7,1.5,4.498565823860154,111,2,0,47.6681,1.0,0
1470,7,1.0,5.573861011799906,69,3,0,47.5276,1.0,0
2070,8,2.5,19.885592192614787,12,4,0,47.3352,2.0,0
2810,9,3.5,5.292092541259016,105,5,0,47.6799,2.0,0
1430,7,1.0,6.152952114838788,66,2,0,47.5233,1.0,0
1780,7,2.5,5.782703181144082,25,3,0,47.5237,1.0,0
1820,7,2.75,8.393862671110007,27,4,0,47.5204,1.0,0
4240,8,3.25,14.986401349940227,35,5,0,47.6472,2.0,0
2830,10,2.5,12.079138617303139,14,2,0,47.6481,2.0,0
1980,7,1.75,4.901488858220118,89,3,0,47.6733,1.5,0
2030,7,2.25,10.047890793879795,48,4,0,47.6561,1.0,0
2430,8,2.5,11.941679557623635,47,4,0,47.7761,1.0,0
1800,7,2.0,2.654982672834795,97,4,0,47.6388,1.5,0
3910,9,2.5,21.346742673145567,15,4,0,47.3766,2.0,0
2500,8,2.0,11.014493594744888,61,3,0,47.4468,1.0,0
3220,9,3.5,21.75344838444403,2,4,0,47.5169,2.0,0
2240,8,2.25,12.56535788086382,34,4,0,47.4777,1.0,0
3120,9,3.25,5.992098984830327,10,4,0,47.69,2.0,0
1390,8,2.5,3.1974368713001735,16,3,0,47.566,2.0,0
2290,8,2.25,14.602587652219192,27,3,0,47.429,2.0,0
2210,8,3.25,7.1385885866461125,20,3,0,47.7031,2.0,0
1550,6,1.0,13.581731472226734,68,2,0,47.4315,1.0,0
1160,7,2.0,5.761543227292952,68,3,0,47.6853,1.0,0
1590,7,2.0,2.680484033589387,115,4,2,47.637,1.0,0
2430,10,2.5,18.613037546258028,28,3,0,47.4664,2.0,0
1340,7,1.0,7.854688486405056,68,2,2,47.5094,1.0,0
2310,8,2.5,12.18122879948914,26,3,0,47.4512,2.0,0
1630,7,2.25,7.3698529844418355,55,3,0,47.5,1.0,0
1610,8,2.5,5.72317412938917,8,3,0,47.5257,2.0,0
1430,8,1.75,9.24302237848497,51,3,0,47.6686,1.0,0
2680,9,2.5,8.383169708616723,32,3,1,47.7031,2.0,0
2560,9,2.5,15.959986132508849,28,4,0,47.5851,2.0,0
1360,7,2.0,9.009901259824893,63,3,0,47.7365,1.0,0
2530,8,2.5,14.172501926958677,18,3,0,47.42,2.0,0
1810,7,1.0,12.030708231506676,45,3,0,47.7427,2.0,0
1850,6,1.75,7.803171664319406,78,5,0,47.4935,1.5,0
4460,9,3.5,5.049478917651227,21,4,0,47.6338,1.0,0
2590,8,2.0,8.946798241204695,67,3,0,47.7357,1.0,0
1890,7,1.75,21.459062145253828,37,3,0,47.3583,1.0,0
2470,7,1.75,3.851554073447355,99,2,3,47.5599,1.0,0
3080,8,3.25,6.884030733841948,31,3,0,47.695,2.0,0
1380,8,2.0,1.2688583614846904,0,3,0,47.6074,3.0,0
1460,7,2.0,4.735895141687319,94,3,0,47.67,1.0,0
1840,8,2.25,20.161283944460134,36,3,0,47.3144,1.0,0
3320,9,2.75,14.420792553493783,3,4,0,47.5607,2.0,0
3290,10,3.75,5.044039909123099,77,5,0,47.653,2.0,0
1640,6,1.0,8.588304608613758,76,3,0,47.482,1.0,0
1410,6,1.0,4.908948877429631,86,5,0,47.5453,1.5,0
1640,7,1.75,5.066524615681923,90,2,0,47.679,1.0,0
2670,9,3.25,3.2900331786455945,2,4,0,47.5666,1.0,0
2370,9,2.25,9.204626595021947,34,5,0,47.5555,2.0,0
1890,7,2.0,8.25319672276058,2,3,0,47.5621,1.0,0
2850,8,2.0,18.557117359693287,11,3,3,47.3378,1.0,0
940,6,1.0,3.8425751344184844,73,2,0,47.6488,1.0,0
2320,8,2.5,13.101145047473429,12,3,0,47.5391,2.0,0
2450,8,2.5,6.060988959508683,57,4,0,47.5731,1.0,0
3550,9,3.5,4.964499898451051,17,5,0,47.5484,2.0,0
2820,9,2.5,8.783276717470697,11,4,0,47.7112,2.0,0
1140,7,1.75,20.92157958487095,47,3,0,47.3063,1.0,0
1800,7,2.25,11.615790438920806,36,4,0,47.7717,1.0,0
1960,7,1.5,11.108300118862251,53,4,0,47.6304,1.5,0
2280,7,2.5,22.01999289250889,9,4,0,47.3586,2.0,0
2050,9,2.5,23.116210772771037,1,4,0,47.3448,2.0,0
1940,7,1.5,3.272393422089459,92,2,0,47.6371,1.0,0
1550,7,2.0,23.28239688060057,43,2,0,47.5145,1.5,0
1110,7,1.0,16.416548311461472,49,3,0,47.369,1.0,0
2600,8,2.25,14.773685133402743,47,4,0,47.7757,1.0,0
2590,8,2.5,20.4961031373064,14,4,0,47.3883,2.0,0
1950,7,1.75,13.736502815116427,36,3,0,47.7685,1.0,0
1090,6,1.0,22.386570354103327,57,1,0,47.6928,1.0,0
2360,9,2.25,17.283001466893733,37,3,0,47.3856,1.0,0
3490,8,3.25,10.040818621685112,58,5,0,47.5701,1.0,0
1130,7,1.0,4.953810737225118,61,3,0,47.5491,1.5,0
2770,10,2.25,9.785890960220271,33,3,0,47.7464,2.0,0
760,7,1.0,1.3597671619349745,115,1,0,47.6059,1.0,0
1850,8,1.5,5.868734022519835,62,3,0,47.6194,1.0,0
2190,8,2.25,5.303069137541149,1,3,0,47.6758,3.0,0
1900,7,1.75,6.4680416320639385,61,4,0,47.5933,1.0,0
2620,7,2.0,13.582789918294544,33,3,3,47.4096,1.0,0
1450,8,2.5,13.85005589775517,31,3,0,47.6256,1.0,0
1430,7,2.5,3.7240911132754464,105,3,0,47.6601,1.5,0
680,6,1.0,6.689021048984025,93,2,0,47.7013,1.0,0
1640,7,1.75,5.568679871854296,67,3,0,47.5324,1.0,0
2100,7,2.5,1.8597502298333408,96,3,0,47.614,2.0,0
1540,8,1.75,13.589095431490636,32,3,0,47.6207,1.0,0
4590,10,4.25,8.64951190277477,12,4,0,47.6973,2.0,0
1552,7,2.25,21.06162378207217,3,3,0,47.3198,2.0,0
3320,10,2.5,1.6257782822747573,110,4,0,47.6263,2.5,0
1650,7,2.5,17.05152949625176,29,3,0,47.4821,1.0,0
1420,7,2.0,10.02650779373252,52,4,0,47.6325,1.0,0
2080,8,2.25,10.329482890872704,51,4,0,47.6264,1.0,0
3310,9,2.5,12.386280423001836,14,4,0,47.7232,2.0,0
1480,7,1.0,7.129324476602781,75,4,0,47.7079,1.5,0
2010,7,2.25,10.700448977075087,41,4,0,47.7328,1.0,0
1890,7,2.75,3.854617380080634,34,4,0,47.5528,1.0,0
1420,8,2.5,11.541777032989492,8,3,0,47.7731,2.0,0
2720,9,3.0,7.303694926211528,7,4,0,47.7113,2.0,0
1100,7,1.0,2.402374626184116,109,2,0,47.6388,1.0,0
2630,9,3.0,9.158671386453207,28,3,0,47.5481,1.0,0
1010,7,1.0,4.732483757853206,61,3,0,47.5483,1.0,0
1590,7,2.0,13.770421779094121,1,4,0,47.4465,1.0,0
3050,8,2.75,11.810308184269212,1,4,0,47.4857,2.0,0
2920,8,2.5,2.2085107497870204,9,4,3,47.5947,1.0,0
3110,9,2.5,22.482995138955477,10,4,0,47.5408,2.0,0
760,5,1.0,4.637878972905219,112,3,0,47.5513,1.0,0
1380,5,1.0,2.749862326341918,110,2,2,47.5708,1.5,0
2770,10,2.5,10.627520758453693,24,3,0,47.5605,2.0,0
1590,9,2.25,1.2819731415406193,1,3,0,47.6172,2.0,0
1280,8,2.5,3.866637319368637,6,3,0,47.6619,3.0,0
2090,7,2.0,5.511793082737013,64,4,0,47.5759,1.0,0
1450,7,1.0,5.547737910143366,94,2,0,47.6739,1.5,0
2420,8,2.5,6.678868343876263,71,3,2,47.6949,1.0,0
1350,7,1.75,24.93937135132012,22,3,0,47.3123,1.0,0
2190,8,2.5,9.069552302268733,43,4,0,47.5668,1.0,0
2950,7,2.5,12.941602167010064,9,4,0,47.479,2.0,0
1240,6,1.75,18.389762194661962,28,3,0,47.37,1.0,0
2390,7,2.75,10.747261467347922,32,3,0,47.4987,1.0,0
3380,10,2.5,10.181235736905801,21,3,0,47.5275,2.0,0
1360,7,1.5,12.04480364839278,49,3,0,47.4948,1.0,0
1890,7,2.5,21.466197590905114,9,4,0,47.5415,2.0,0
1950,7,2.5,8.777358054248548,13,4,0,47.5014,2.0,0
2590,9,3.25,8.983839129592653,2,4,0,47.6259,3.0,0
1630,9,2.0,8.969650124631748,28,3,0,47.5168,1.0,0
2390,7,1.5,14.488624308535032,47,3,0,47.4754,1.0,0
1900,7,1.75,7.597957826578499,61,2,4,47.5121,1.0,1
1220,7,1.0,18.94369927232983,46,4,0,47.3341,1.0,0
1730,7,1.0,2.166780272801336,97,6,0,47.6342,1.5,0
1800,7,2.25,19.06447262686417,20,3,0,47.7462,2.0,0
1740,8,2.5,22.302173379921882,15,3,0,47.5345,2.0,0
2495,7,2.5,19.313643804959955,13,4,0,47.7243,2.0,0
3020,8,4.0,2.313050933017709,32,6,4,47.5924,2.0,1
2320,7,1.5,18.936232289941604,39,3,0,47.7413,1.0,0
3590,10,3.5,12.711293423810343,16,3,0,47.6336,2.0,0
1110,6,1.0,2.711741507972877,103,2,0,47.6453,1.5,0
1240,7,1.0,17.620853133788614,72,3,0,47.3514,1.0,0
1680,8,1.75,15.837880464684376,11,2,0,47.7132,1.0,0
1380,7,1.0,2.7934093879370496,61,2,0,47.6416,2.0,0
1730,8,2.25,11.208134741443454,27,3,0,47.6809,1.0,0
1510,6,1.0,21.741457758954102,69,3,0,47.3015,1.0,0
1300,7,2.5,5.5857350524206435,10,3,0,47.5328,2.0,0
2380,10,2.5,14.298990149952418,23,4,0,47.5833,2.0,0
2260,9,2.5,11.707734735861823,11,4,0,47.7047,2.0,0
1600,7,1.5,21.788491110373005,53,3,0,47.2925,1.0,0
2690,8,4.0,9.1536846260175,55,7,0,47.6787,1.0,0
2350,9,2.5,2.19329865999578,22,5,0,47.6265,2.0,0
1520,7,1.5,11.40384860699296,61,3,0,47.7712,1.0,0
1360,7,1.0,9.008976104685287,67,4,0,47.7366,1.0,0
1180,7,1.0,14.572340945106882,47,3,0,47.4233,1.0,0
1460,7,2.25,10.107499428000395,52,3,0,47.6316,1.0,0
5067,9,2.5,18.45535547078749,47,5,2,47.3391,1.0,0
2835,8,2.5,20.553293855209013,13,4,0,47.3878,2.0,0
2160,7,2.5,22.019111225501728,17,5,0,47.5381,2.0,0
2430,9,2.5,16.122351348578153,23,4,0,47.5714,2.0,0
390,6,1.0,6.091795081236461,95,1,0,47.6938,1.0,0
2798,9,2.5,13.57938287574752,3,4,0,47.4295,2.0,0
2860,8,2.25,11.106918156062394,58,4,0,47.7655,1.0,0
2200,7,2.25,8.997775807772568,51,3,0,47.476,1.0,0
2530,8,2.25,18.732932168806645,26,3,0,47.3742,2.0,0
1270,8,2.0,6.035132278086692,9,3,0,47.6933,3.0,0
1240,7,1.5,17.99045919434108,49,3,0,47.3727,1.0,0
2980,8,2.5,15.553805798099116,37,3,0,47.7631,1.0,0
2920,10,2.5,15.955288963372505,13,4,0,47.4784,2.0,0
1860,6,1.75,4.058902743644604,97,3,0,47.5586,1.5,0
3120,9,2.5,13.938126938859833,12,4,0,47.5318,2.0,0
2470,8,2.25,13.309600353249618,36,4,0,47.5924,2.0,0
1510,8,2.25,30.72793918445583,24,3,0,47.4616,2.0,0
2690,7,2.5,22.752817886007122,8,4,0,47.3343,2.0,0
1520,7,1.75,22.456454034313868,23,3,0,47.35,1.0,0
2600,8,2.5,12.190153553382391,10,4,0,47.4877,2.0,0
1240,7,1.0,8.971745358939007,90,2,2,47.7326,1.5,0
1480,7,1.75,9.468259993116465,61,3,0,47.5718,1.0,0
1050,7,1.0,5.699905551977952,64,2,0,47.6294,1.0,0
2800,8,3.0,22.969196677753704,13,4,0,47.3543,2.0,0
2530,7,2.5,22.760069234124543,11,5,0,47.3531,2.0,0
3120,11,2.5,12.490677360626863,29,5,4,47.6142,2.0,0
1780,8,2.5,6.2286890837197895,10,2,0,47.6962,3.0,0
2960,9,3.5,21.72595035837175,1,4,0,47.5183,2.0,0
2140,8,1.5,23.745682698352155,36,6,0,47.2668,1.5,0
1520,7,1.75,9.820330155199722,40,3,0,47.667,1.0,0
1620,7,2.0,20.248329842548987,37,4,0,47.3629,1.5,0
1150,6,1.0,9.609899416987417,63,3,0,47.7447,1.0,0
3190,10,3.5,12.67762093825372,17,3,0,47.6348,2.0,0
2070,8,2.5,17.807186334728282,26,4,0,47.3487,2.0,0
1920,7,2.5,21.324704015282425,13,4,0,47.3795,2.0,0
2190,8,2.25,2.7511795123702836,87,4,0,47.6419,2.0,0
2100,9,2.0,15.958021958350153,20,3,0,47.7479,1.0,0
1610,8,3.25,1.370719491374053,10,3,0,47.6236,2.0,0
1970,7,2.75,1.7506095495840965,29,5,0,47.5868,1.0,0
1640,8,2.0,22.722878017699216,5,3,0,47.3538,1.0,0
1900,7,2.0,6.943490075682302,51,6,0,47.7037,1.0,0
1310,8,3.25,5.101691015229469,7,3,0,47.6744,2.0,0
2080,8,1.75,10.497585320424538,31,3,0,47.7056,2.0,0
3170,10,2.25,2.0892836591790074,40,3,0,47.6349,2.0,0
1560,7,2.25,27.990213790481544,27,3,0,47.5378,1.0,0
1770,7,1.5,9.729664543473373,57,4,0,47.6011,1.0,0
1790,7,2.25,11.000519341902468,39,3,0,47.7205,1.0,0
2020,6,1.0,11.362314533064545,66,3,0,47.7552,1.0,0
2150,8,2.5,13.732150253732677,24,3,0,47.4627,2.0,0
3140,8,1.75,20.64354360892375,30,3,0,47.3074,1.0,0
1790,8,1.75,13.49655315779455,39,4,0,47.7453,1.0,0
1430,7,1.75,25.114931551724354,28,3,0,47.5513,1.0,0
1300,7,2.0,1.9273191031830805,57,4,0,47.6169,1.0,0
2130,7,2.0,8.068937609662237,76,4,0,47.6807,1.5,0
4040,10,3.0,15.187758710560294,29,3,0,47.7268,2.0,0
2240,7,2.5,5.315005826435715,10,4,2,47.6818,1.0,0
1740,8,1.75,8.9577052574503,50,4,0,47.6232,1.0,0
1570,7,1.0,6.110268420630443,75,3,0,47.6942,1.0,0
1290,7,1.75,15.11154101922,36,3,0,47.4265,1.0,0
1820,7,1.75,12.786185888741965,53,4,0,47.4567,1.0,0
2130,7,2.0,4.710150497173201,107,3,0,47.6741,2.0,0
2610,8,1.75,5.069775847694289,49,4,0,47.6245,1.0,0
2550,9,2.5,12.485142307689152,19,4,0,47.4836,2.0,0
1640,7,2.5,10.397670821077561,46,3,0,47.7522,2.0,0
3450,9,3.0,7.294285547408715,22,3,4,47.7067,1.0,0
2100,7,2.5,18.872258118322247,10,3,0,47.7453,2.0,0
2110,7,2.5,11.778085811823514,38,4,0,47.6964,1.0,0
1460,7,2.0,9.570589024269252,40,3,0,47.6771,1.0,0
1430,7,1.5,8.251366308558659,16,0,0,47.7222,3.0,0
2230,8,3.0,15.333082894888241,1,3,0,47.5446,2.5,0
1450,7,1.5,5.91220093083365,31,2,0,47.6911,1.0,0
560,5,1.0,6.696127118604269,68,1,0,47.511,1.0,0
3410,11,2.5,22.86474817650491,25,3,0,47.3228,2.0,0
1740,7,2.5,19.258498102925785,3,4,0,47.3686,2.0,0
2060,7,2.0,22.58401996175472,38,4,0,47.2924,1.0,0
880,6,1.0,7.602667030481811,73,2,0,47.7145,1.0,0
2120,8,1.75,7.43617463993591,38,3,2,47.504,1.0,0
1370,8,2.0,1.7564373517382446,9,2,0,47.6021,2.0,0
3490,10,2.75,17.000808475830894,10,5,0,47.5825,2.0,0
2310,8,2.25,15.343114885492001,25,3,0,47.4051,2.0,0
1580,7,2.0,9.797414117798965,62,4,0,47.692,1.0,0
2200,8,2.5,13.781734234346866,10,3,0,47.4362,2.0,0
3060,8,2.75,19.036900743385615,12,5,0,47.3809,2.0,0
2420,10,2.5,14.986499971543957,27,3,0,47.5595,2.0,0
2080,7,2.25,23.16719042336132,22,3,2,47.2846,1.0,0
2800,8,2.0,11.120498900284575,38,4,0,47.6869,1.0,0
3420,8,3.0,2.361215401081542,76,3,0,47.5873,2.0,0
2280,8,2.5,13.010146201959056,9,3,0,47.5375,2.0,0
1960,8,2.25,19.976826543303083,30,4,0,47.3199,1.0,0
2000,8,2.5,4.348689263919364,34,3,0,47.5639,1.0,0
1800,7,2.75,4.22523186091021,76,5,0,47.6648,2.0,0
1900,8,2.5,16.23960497744157,9,2,0,47.7029,2.0,0
1800,7,2.25,31.715204030638322,23,4,0,47.2126,2.0,0
1200,7,1.5,21.60648436360642,47,3,0,47.3434,1.0,0
3240,10,3.0,16.715844186764805,2,4,0,47.5919,2.0,0
600,6,1.0,8.211077534585245,93,2,0,47.4927,1.0,0
2930,9,2.25,2.0192838938098503,102,6,0,47.6295,2.0,0
990,6,1.0,5.4016755084701655,97,2,0,47.6839,1.0,0
1250,6,1.0,8.768790360614615,50,3,0,47.4902,1.0,0
3870,10,4.5,17.85004248336255,14,4,0,47.4677,2.0,0
1010,8,1.5,4.357270116555144,8,1,0,47.5492,2.0,0
2190,8,2.5,19.254243820475175,24,3,0,47.7321,2.0,0
1360,7,1.0,8.72064711212978,83,2,0,47.7101,1.0,0
2880,9,2.5,14.298797387949557,27,4,0,47.439,2.0,0
1570,7,2.5,19.183244063986507,14,3,0,47.7364,2.0,0
1300,7,1.0,9.815638813375214,74,4,0,47.5029,1.0,0
5540,11,4.75,2.6027290149959184,106,6,2,47.6361,2.5,0
2490,7,2.25,9.230790168704079,39,4,0,47.7397,1.0,0
2100,8,1.5,3.0107538565497074,103,4,0,47.6497,1.5,0
2740,8,2.5,16.16130947334651,20,4,0,47.74,2.0,0
1440,7,2.25,11.45319267106379,32,3,0,47.7257,2.0,0
2990,9,2.5,10.80930424383311,13,4,0,47.4508,2.0,0
750,7,1.0,1.6493456139076001,20,2,0,47.6175,1.0,0
1000,7,1.0,19.667118355747217,60,3,0,47.3217,1.0,0
1060,7,2.0,5.326161505707415,8,3,0,47.6828,3.0,0
2400,6,2.0,11.726391584576884,10,6,0,47.7705,1.0,0
1850,8,1.75,10.148218831352677,36,3,0,47.6602,2.5,0
4440,10,4.5,9.767902265389724,3,5,0,47.4702,2.0,0
2300,8,1.75,10.93346135104206,60,3,2,47.7588,1.0,0
2110,8,2.75,10.935901636282422,49,4,0,47.6269,1.5,0
1980,7,2.25,16.660347138323083,38,4,0,47.3669,1.0,0
1030,7,1.0,13.631950694265099,46,3,0,47.7676,1.0,0
1890,9,2.25,2.2196591805909853,52,4,1,47.6316,1.0,0
2700,9,2.75,23.244858657762197,27,4,0,47.3168,1.0,0
2220,9,2.0,13.974242848789586,35,3,0,47.5304,2.0,0
3000,8,2.0,18.176618047060206,36,1,2,47.6331,2.5,0
3160,9,2.75,8.951576780147215,1,4,0,47.6709,2.0,0
1130,7,1.0,6.0480874931819955,63,3,0,47.5239,1.0,0
4700,11,3.5,8.112634881656824,13,4,2,47.6728,1.0,0
1900,7,2.75,15.739305403637948,31,3,0,47.402,2.0,0
4260,11,4.0,3.0115307138073524,5,4,0,47.638,2.0,0
1570,7,2.25,32.70391426180304,24,3,0,47.1937,1.0,0
1260,8,2.5,1.6029233511396106,7,3,0,47.6277,3.0,0
2520,8,2.5,5.3449272679555655,13,4,0,47.6814,2.0,0
2160,8,2.5,14.829076145022174,21,4,0,47.4111,2.0,0
3880,10,3.0,6.158597724588028,12,5,0,47.5467,2.0,0
1320,7,1.0,10.747185970776108,58,3,0,47.4902,1.0,0
2000,7,2.75,20.094830623614367,21,5,0,47.3155,1.0,0
2210,8,2.5,14.939625781233367,30,3,0,47.4377,2.0,0
1810,7,2.0,5.318071442621012,109,3,0,47.681,1.0,0
1150,7,1.0,8.351850805787153,61,3,0,47.727,1.0,0
2140,9,1.5,2.443575103671461,90,3,0,47.6337,2.0,0
2510,8,2.25,19.205063392084092,3,4,0,47.7345,2.0,0
2680,9,2.5,10.08968463757172,16,4,0,47.565,2.0,0
2340,7,1.75,4.759143169252747,91,4,0,47.6746,1.0,0
2190,8,2.25,16.185034039351205,37,4,0,47.3742,2.0,0
2260,9,1.75,18.429005106462796,10,2,2,47.6359,2.0,0
2110,8,1.75,14.719141820633947,36,4,0,47.657,1.0,0
680,5,1.0,10.577454760262086,64,2,0,47.4559,1.0,0
2760,8,3.5,10.317300617433215,2,5,0,47.5049,2.5,0
1290,7,1.0,5.640273016437086,109,2,0,47.6877,1.0,0
2380,8,2.5,16.4553106829344,5,2,0,47.717,1.0,0
1500,7,1.0,3.359246279690061,88,3,0,47.5677,1.5,0
800,6,1.0,12.460297192369882,57,2,0,47.4563,1.0,0
4250,9,2.5,6.534231848944424,43,4,2,47.5578,2.0,0
2970,8,2.25,14.754753546238275,17,4,0,47.4338,2.0,0
1680,8,2.0,26.857645653608134,48,3,0,47.4861,1.0,0
2840,9,3.25,4.110917614848018,1,4,3,47.5529,2.0,0
1680,7,2.0,22.492569889329747,8,3,0,47.5206,1.0,0
5090,11,3.75,5.921386445435748,2,4,0,47.62,1.0,0
1940,7,2.5,20.7565600351609,25,4,0,47.3063,2.0,0
1610,7,1.0,10.240433859297733,57,4,0,47.5104,1.0,0
